"Ensembl Gene ID","Gene name","Chromosome","Start position","End position","N SNPs","N Param","Z-score","P-value","Bonferroni P-value","Bonferroni significant"
"ENSG00000065000","AP3D1","19","2100988","2164464","121","8","2.071","0.019177","1.0","No"
"ENSG00000104885","DOT1L","19","2164148","2232577","74","8","2.4705","0.0067454","1.0","No"
"ENSG00000104886","PLEKHJ1","19","2230002","2237703","3","1","1.7412","0.040827","1.0","No"
"ENSG00000104897","SF3A2","19","2236520","2248678","7","2","0.81999","0.20611","1.0","No"
"ENSG00000104899","AMH","19","2249308","2252072","1","1","0.80642","0.21","1.0","No"
"ENSG00000167476","JSRP1","19","2252251","2269758","7","2","0.080043","0.4681","1.0","No"
"ENSG00000104904","OAZ1","19","2269485","2273487","2","1","-0.33095","0.62966","1.0","No"
"ENSG00000188305","C19orf35","19","2274631","2282181","5","1","-0.12458","0.54957","1.0","No"
"ENSG00000220008","LINGO3","19","2289774","2308156","4","2","-0.7324","0.76804","1.0","No"
"ENSG00000172000","ZNF556","19","2867333","2878515","6","3","-0.61475","0.73064","1.0","No"
"ENSG00000186300","ZNF555","19","2841433","2860482","35","5","-0.36969","0.64419","1.0","No"
"ENSG00000172006","ZNF554","19","2819872","2835771","48","6","-0.72584","0.76603","1.0","No"
"ENSG00000172009","THOP1","19","2785458","2813599","37","3","0.29019","0.38584","1.0","No"
"ENSG00000104969","SGTA","19","2754712","2783369","47","2","0.62074","0.26739","1.0","No"
"ENSG00000141873","SLC39A3","19","2732202","2740150","4","1","0.98967","0.16117","1.0","No"
"ENSG00000129911","KLF16","19","1852399","1863567","8","2","-0.84596","0.80121","1.0","No"
"ENSG00000267001","AC006538.4","19","2717767","2740046","11","2","0.73689","0.2306","1.0","No"
"ENSG00000176533","GNG7","19","2511217","2702707","162","36","0.90388","0.18303","1.0","No"
"ENSG00000099860","GADD45B","19","2476120","2478257","1","1","0.33185","0.37","1.0","No"
"ENSG00000176619","LMNB2","19","2427636","2456994","33","4","-0.28518","0.61225","1.0","No"
"ENSG00000099800","TIMM13","19","2425622","2427892","3","1","-0.11444","0.54556","1.0","No"
"ENSG00000178297","TMPRSS9","19","2389769","2426237","82","6","-0.48215","0.68515","1.0","No"
"ENSG00000130332","LSM7","19","2321516","2328619","7","2","0.91779","0.17937","1.0","No"
"ENSG00000176490","DIRAS1","19","2714565","2721416","4","1","-0.12671","0.55041","1.0","No"
"ENSG00000079313","REXO1","19","1815248","1848452","38","4","-0.88398","0.81165","1.0","No"
"ENSG00000130270","ATP8B3","19","1782074","1812275","35","8","0.35458","0.36145","1.0","No"
"ENSG00000205922","ONECUT3","19","1752372","1780987","18","5","0.010742","0.49571","1.0","No"
"ENSG00000167470","MIDN","19","1248552","1259142","2","1","1.2501","0.10563","1.0","No"
"ENSG00000099625","C19orf26","19","1228286","1238026","3","2","-3.2831","0.99949","1.0","No"
"ENSG00000118046","STK11","19","1189406","1228428","9","4","-0.13325","0.553","1.0","No"
"ENSG00000064932","SBNO2","19","1107636","1174282","57","8","0.066374","0.47354","1.0","No"
"ENSG00000167468","GPX4","19","1103936","1106787","1","1","1.3658","0.086","1.0","No"
"ENSG00000099817","POLR2E","19","1086594","1095598","13","3","-0.80973","0.79095","1.0","No"
"ENSG00000099622","CIRBP","19","1259384","1274879","8","2","-0.68195","0.75237","1.0","No"
"ENSG00000180448","HMHA1","19","1065922","1086627","15","4","-0.097744","0.53893","1.0","No"
"ENSG00000064666","CNN2","19","1026298","1039068","7","1","0.89785","0.18463","1.0","No"
"ENSG00000182087","TMEM259","19","1009647","1021117","21","3","0.066592","0.47345","1.0","No"
"ENSG00000116032","GRIN3B","19","1000418","1009731","13","3","-0.23745","0.59385","1.0","No"
"ENSG00000065268","WDR18","19","983174","994569","30","2","-0.60392","0.72705","1.0","No"
"ENSG00000116017","ARID3A","19","925781","975939","53","8","0.62086","0.26734","1.0","No"
"ENSG00000198858","R3HDM4","19","896503","913240","7","4","0.23978","0.40525","1.0","No"
"ENSG00000064687","ABCA7","19","1040102","1065571","39","6","-0.73892","0.77002","1.0","No"
"ENSG00000171970","ZNF57","19","2900896","2918474","31","3","1.48","0.069431","1.0","No"
"ENSG00000228300","C19orf24","19","1275026","1279248","1","1","-0.4677","0.68","1.0","No"
"ENSG00000099617","EFNA2","19","1286153","1301430","3","1","-1.0001","0.84136","1.0","No"
"ENSG00000071564","TCF3","19","1609291","1652604","16","3","2.0211","0.021634","1.0","No"
"ENSG00000127540","UQCR11","19","1597171","1605480","1","1","-1.3408","0.91","1.0","No"
"ENSG00000267059","UQCR11","19","1578338","1605444","11","2","-0.91205","0.81913","1.0","No"
"ENSG00000071655","MBD3","19","1576639","1592882","11","2","-0.55074","0.7091","1.0","No"
"ENSG00000181588","MEX3D","19","1554668","1568057","1","1","0.43991","0.33","1.0","No"
"ENSG00000185988","PLK5","19","1524073","1535455","15","4","-0.67013","0.74861","1.0","No"
"ENSG00000160953","MUM1","19","1285890","1378430","67","14","0.50283","0.30754","1.0","No"
"ENSG00000185761","ADAMTSL5","19","1505017","1513603","3","2","-0.18391","0.57296","1.0","No"
"ENSG00000115257","PCSK4","19","1481427","1490751","9","2","1.006","0.15722","1.0","No"
"ENSG00000119559","C19orf25","19","1461142","1479555","3","1","0.12677","0.44956","1.0","No"
"ENSG00000115266","APC2","19","1446300","1473243","12","3","-0.97926","0.83627","1.0","No"
"ENSG00000071626","DAZAP1","19","1407568","1435719","13","3","-0.46481","0.67897","1.0","No"
"ENSG00000130005","GAMT","19","1397091","1401569","1","1","-0.30548","0.62","1.0","No"
"ENSG00000115286","NDUFS7","19","1383526","1395583","16","3","0.86589","0.19327","1.0","No"
"ENSG00000115255","REEP6","19","1491165","1497926","4","1","1.0376","0.14973","1.0","No"
"ENSG00000267157","CTB-54O9.9","19","5784016","5785630","2","1","0.96068","0.16836","1.0","No"
"ENSG00000175691","ZNF77","19","2933216","2944969","17","3","-1.5657","0.94129","1.0","No"
"ENSG00000065717","TLE2","19","2997636","3047633","41","8","-0.03268","0.51304","1.0","No"
"ENSG00000105251","SHD","19","4278598","4290721","17","2","-0.052478","0.52093","1.0","No"
"ENSG00000167664","TMIGD2","19","4292229","4302428","4","2","-1.8254","0.96603","1.0","No"
"ENSG00000105255","FSD1","19","4304597","4323840","8","3","-0.64401","0.74021","1.0","No"
"ENSG00000178078","STAP2","19","4324040","4342783","15","2","1.4345","0.075709","1.0","No"
"ENSG00000008382","MPND","19","4343524","4360083","20","3","-0.22105","0.58747","1.0","No"
"ENSG00000141985","SH3GL1","19","4360367","4400544","39","6","-1.2483","0.89405","1.0","No"
"ENSG00000167670","CHAF1A","19","4402659","4445015","68","6","-1.7708","0.9617","1.0","No"
"ENSG00000167671","UBXN6","19","4444996","4457819","25","3","-0.9601","0.8315","1.0","No"
"ENSG00000167674","HDGFRP2","19","4472284","4502223","56","5","1.6394","0.050566","1.0","No"
"ENSG00000167676","PLIN4","19","4502204","4517716","11","3","0.82305","0.20524","1.0","No"
"ENSG00000214456","PLIN5","19","4522543","4535236","9","2","-0.031768","0.51267","1.0","No"
"ENSG00000267385","CTB-50L17.14","19","4528439","4540079","11","2","0.41172","0.34027","1.0","No"
"ENSG00000171236","LRG1","19","4536421","4540486","5","2","0.78106","0.21738","1.0","No"
"ENSG00000167680","SEMA6B","19","4542600","4559820","17","7","1.1241","0.13049","1.0","No"
"ENSG00000185361","TNFAIP8L1","19","4639530","4655580","10","3","-0.52914","0.70165","1.0","No"
"ENSG00000074842","C19orf10","19","4641386","4670382","53","4","-0.95198","0.82945","1.0","No"
"ENSG00000142002","DPP9","19","4675236","4724685","29","7","-0.19818","0.57855","1.0","No"
"ENSG00000174898","CATSPERD","19","5720688","5778745","24","7","-0.062207","0.5248","1.0","No"
"ENSG00000196365","LONP1","19","5691845","5720583","20","6","-1.5581","0.94039","1.0","No"
"ENSG00000167733","HSD11B1L","19","5680615","5688533","3","1","-1.2795","0.89964","1.0","No"
"ENSG00000174917","C19orf70","19","5678432","5680907","2","1","-1.0803","0.86","1.0","No"
"ENSG00000130255","RPL36","19","5674958","5691887","11","2","-1.9336","0.97342","1.0","No"
"ENSG00000160633","SAFB","19","5623046","5668489","50","5","-1.3676","0.91428","1.0","No"
"ENSG00000105248","CCDC94","19","4247076","4269087","50","2","-0.59013","0.72245","1.0","No"
"ENSG00000130254","SAFB2","19","5587010","5624057","21","5","-0.53539","0.70381","1.0","No"
"ENSG00000105426","PTPRS","19","5158506","5340814","135","35","0.75138","0.22621","1.0","No"
"ENSG00000127663","KDM4B","19","4969125","5153606","268","14","-0.72877","0.76693","1.0","No"
"ENSG00000205784","ARRDC5","19","4890449","4902879","13","2","1.8376","0.033063","1.0","No"
"ENSG00000105355","PLIN3","19","4838353","4867780","50","8","0.50003","0.30853","1.0","No"
"ENSG00000127666","TICAM1","19","4815944","4831716","17","3","0.32621","0.37213","1.0","No"
"ENSG00000141965","FEM1A","19","4791728","4795571","2","1","0.17682","0.42982","1.0","No"
"ENSG00000105428","ZNRF4","19","5455426","5456867","9","3","-0.05253","0.52095","1.0","No"
"ENSG00000105246","EBI3","19","4229495","4237528","7","2","-0.24387","0.59634","1.0","No"
"ENSG00000089847","ANKRD24","19","4183351","4224811","31","7","-0.27153","0.60701","1.0","No"
"ENSG00000077463","SIRT6","19","4174106","4182601","9","2","-0.11334","0.54512","1.0","No"
"ENSG00000179855","GIPC3","19","3585551","3593539","13","4","0.25811","0.39816","1.0","No"
"ENSG00000064961","HMG20B","19","3572775","3579086","3","1","0.94378","0.17264","1.0","No"
"ENSG00000183397","C19orf71","19","3539152","3544028","8","3","1.3628","0.086468","1.0","No"
"ENSG00000161091","MFSD12","19","3538259","3574288","33","8","0.57181","0.28372","1.0","No"
"ENSG00000105325","FZR1","19","3506271","3538328","24","3","0.76462","0.22225","1.0","No"
"ENSG00000129932","DOHH","19","3490819","3500938","9","2","0.84468","0.19914","1.0","No"
"ENSG00000006638","TBXA2R","19","3594504","3606838","4","2","-1.0365","0.85002","1.0","No"
"ENSG00000095932","C19orf77","19","3474405","3480540","2","1","-0.80582","0.78983","1.0","No"
"ENSG00000161082","CELF5","19","3224701","3297074","96","9","-1.0556","0.85443","1.0","No"
"ENSG00000125912","NCLN","19","3185561","3209573","33","5","0.26293","0.3963","1.0","No"
"ENSG00000125910","S1PR4","19","3172344","3180329","3","2","-0.82544","0.79544","1.0","No"
"ENSG00000060558","GNA15","19","3136191","3163767","48","9","-0.2976","0.617","1.0","No"
"ENSG00000088256","GNA11","19","3094408","3124002","47","6","0.54013","0.29455","1.0","No"
"ENSG00000104964","AES","19","3052908","3063105","8","2","0.68244","0.24748","1.0","No"
"ENSG00000141905","NFIC","19","3359561","3469215","71","15","0.43504","0.33177","1.0","No"
"ENSG00000104953","TLE6","19","2977444","2995177","12","4","0.39013","0.34822","1.0","No"
"ENSG00000105298","CACTIN","19","3610639","3626813","26","2","0.34611","0.36463","1.0","No"
"ENSG00000105289","TJP3","19","3708107","3750811","36","7","0.56768","0.28513","1.0","No"
"ENSG00000060566","CREB3L3","19","4153598","4173051","9","3","0.56637","0.28557","1.0","No"
"ENSG00000126934","MAP2K2","19","4090319","4124126","36","6","-0.81497","0.79246","1.0","No"
"ENSG00000178951","ZBTB7A","19","4044362","4066943","6","2","0.65116","0.25747","1.0","No"
"ENSG00000205147","AC016586.1","19","4041127","4043154","3","1","0.27781","0.39058","1.0","No"
"ENSG00000105229","PIAS4","19","4007644","4039384","36","5","0.80196","0.21129","1.0","No"
"ENSG00000167658","EEF2","19","3976054","3985467","13","3","0.67078","0.25118","1.0","No"
"ENSG00000186111","PIP5K1C","19","3630181","3700477","49","7","-1.2077","0.88641","1.0","No"
"ENSG00000167657","DAPK3","19","3958451","3971121","15","2","1.5399","0.061793","1.0","No"
"ENSG00000167654","ATCAY","19","3879862","3928077","26","7","-0.59347","0.72357","1.0","No"
"ENSG00000105278","ZFR2","19","3804022","3869030","95","10","0.47263","0.31824","1.0","No"
"ENSG00000007264","MATK","19","3777971","3802127","16","5","0.47091","0.31885","1.0","No"
"ENSG00000173976","RAX2","19","3769087","3772233","4","1","-0.82077","0.79411","1.0","No"
"ENSG00000183617","MRPL54","19","3762662","3768573","7","2","-0.49172","0.68854","1.0","No"
"ENSG00000011132","APBA3","19","3750817","3761697","13","3","-0.2275","0.58998","1.0","No"
"ENSG00000077009","NMRK2","19","3933101","3942414","4","2","1.4063","0.079816","1.0","No"
"ENSG00000177426","TGIF1","18","3411606","3458409","37","9","-0.54833","0.70827","1.0","No"
"ENSG00000118680","MYL12B","18","3261907","3278282","65","3","0.45805","0.32346","1.0","No"
"ENSG00000101608","MYL12A","18","3247479","3256234","20","2","-0.43997","0.67002","1.0","No"
"ENSG00000159224","GIP","17","47035916","47045958","4","1","-0.29744","0.61693","1.0","No"
"ENSG00000159217","IGF2BP1","17","47074774","47133012","37","5","0.57715","0.28192","1.0","No"
"ENSG00000167080","B4GALNT2","17","47209822","47247351","25","9","0.16408","0.43484","1.0","No"
"ENSG00000167083","GNGT2","17","47280153","47287936","14","4","0.71164","0.23834","1.0","No"
"ENSG00000108798","ABI3","17","47287589","47300587","10","4","0.35294","0.36207","1.0","No"
"ENSG00000173868","PHOSPHO1","17","47300724","47308128","5","2","0.86493","0.19354","1.0","No"
"ENSG00000198740","ZNF652","17","47366568","47439835","42","5","1.0999","0.13569","1.0","No"
"ENSG00000262039","RP11-81K2.1","17","47448102","47554350","88","21","-0.10469","0.54169","1.0","No"
"ENSG00000167085","PHB","17","47481414","47492246","11","4","-0.19889","0.57883","1.0","No"
"ENSG00000064300","NGFR","17","47572655","47592379","19","7","0.56133","0.28729","1.0","No"
"ENSG00000182575","NXPH3","17","47653220","47661189","6","2","1.1207","0.1312","1.0","No"
"ENSG00000121067","SPOP","17","47676246","47755596","31","7","0.99287","0.16039","1.0","No"
"ENSG00000121073","SLC35B1","17","47778305","47786376","4","2","1.6696","0.047503","1.0","No"
"ENSG00000121104","FAM117A","17","47787694","47866542","19","5","0.17642","0.42998","1.0","No"
"ENSG00000136504","KAT7","17","47865917","47906458","12","5","-0.49823","0.69084","1.0","No"
"ENSG00000176358","TAC4","17","47915671","47925379","2","1","0.47013","0.31913","1.0","No"
"ENSG00000108813","DLX4","17","48046334","48052321","4","1","0.046066","0.48163","1.0","No"
"ENSG00000136457","CHAD","17","48541857","48546327","1","1","0.22754","0.41","1.0","No"
"ENSG00000167107","ACSF2","17","48503519","48552206","32","4","-0.19807","0.5785","1.0","No"
"ENSG00000108829","LRRC59","17","48452420","48474914","31","7","-1.6271","0.94814","1.0","No"
"ENSG00000154920","EME1","17","48450581","48458844","10","4","-1.4748","0.92987","1.0","No"
"ENSG00000108826","MRPL27","17","48445218","48450575","10","3","-1.0213","0.84646","1.0","No"
"ENSG00000015532","XYLT2","17","48423453","48440499","9","1","-1.7747","0.96203","1.0","No"
"ENSG00000159210","SNF8","17","47006678","47022479","14","2","-0.35052","0.63703","1.0","No"
"ENSG00000167105","TMEM92","17","48348767","48358844","17","6","0.31774","0.37534","1.0","No"
"ENSG00000108823","SGCA","17","48241575","48253292","11","3","0.15324","0.4391","1.0","No"
"ENSG00000108819","PPP1R9B","17","48211104","48227991","6","3","-0.73971","0.77026","1.0","No"
"ENSG00000167100","SAMD14","17","48187404","48207246","11","4","-0.43915","0.66972","1.0","No"
"ENSG00000005882","PDK2","17","48172101","48189516","18","4","-0.48096","0.68473","1.0","No"
"ENSG00000005884","ITGA3","17","48133332","48167845","26","5","0.52294","0.30051","1.0","No"
"ENSG00000064195","DLX3","17","48067369","48072588","4","2","1.8349","0.033258","1.0","No"
"ENSG00000108821","COL1A1","17","48260650","48278993","17","7","1.4897","0.068146","1.0","No"
"ENSG00000159202","UBE2Z","17","46985731","47006418","13","2","-0.70427","0.75937","1.0","No"
"ENSG00000159199","ATP5G1","17","46970127","46973233","2","1","-1.1827","0.88153","1.0","No"
"ENSG00000136436","CALCOCO2","17","46908350","46943884","21","3","0.28609","0.3874","1.0","No"
"ENSG00000167182","SP2","17","45973516","46006323","16","4","2.7028","0.0034376","1.0","No"
"ENSG00000189120","SP6","17","45922279","45933240","10","3","0.7345","0.23132","1.0","No"
"ENSG00000141295","SCRN2","17","45915058","45918699","5","2","1.3259","0.092435","1.0","No"
"ENSG00000141294","LRRC46","17","45908993","45915079","7","3","1.1457","0.12597","1.0","No"
"ENSG00000159111","MRPL10","17","45900638","45908900","13","3","0.848","0.19822","1.0","No"
"ENSG00000006025","OSBPL7","17","45884738","45899200","26","5","1.6543","0.049033","1.0","No"
"ENSG00000108439","PNPO","17","46018872","46025654","9","3","0.75235","0.22592","1.0","No"
"ENSG00000073861","TBX21","17","45810610","45823485","14","4","-0.035172","0.51403","1.0","No"
"ENSG00000108424","KPNB1","17","45726842","45762871","11","2","0.2691","0.39393","1.0","No"
"ENSG00000141279","NPEPPS","17","45600308","45700642","17","2","1.6559","0.048876","1.0","No"
"ENSG00000178852","EFCAB13","17","45400656","45518678","64","7","2.5919","0.004772","1.0","No"
"ENSG00000259753","ITGB3","17","45331263","45421658","86","12","1.6692","0.047536","1.0","No"
"ENSG00000259207","ITGB3","17","45331212","45421658","86","12","1.6692","0.047536","1.0","No"
"ENSG00000198336","MYL4","17","45277812","45301045","18","4","0.27395","0.39206","1.0","No"
"ENSG00000198933","TBKBP1","17","45771447","45789416","5","1","0.4941","0.31062","1.0","No"
"ENSG00000136444","RSAD1","17","48556161","48563336","7","2","-0.31539","0.62377","1.0","No"
"ENSG00000167183","PRR15L","17","46029333","46035244","5","2","-0.73747","0.76958","1.0","No"
"ENSG00000005243","COPZ2","17","46103533","46115392","6","3","0.97487","0.16481","1.0","No"
"ENSG00000170703","TTLL6","17","46839597","46894576","39","6","-0.51273","0.69593","1.0","No"
"ENSG00000159184","HOXB13","17","46802125","46806540","3","2","0.82776","0.2039","1.0","No"
"ENSG00000159182","PRAC1","17","46799084","46799884","1","1","-0.99446","0.84","1.0","No"
"ENSG00000170689","HOXB9","17","46698518","46703839","3","2","1.9215","0.027337","1.0","No"
"ENSG00000260027","HOXB7","17","46684594","46710934","9","3","2.8331","0.002305","1.0","No"
"ENSG00000108511","HOXB6","17","46671639","46682354","7","2","3.1042","0.00095383","1.0","No"
"ENSG00000108465","CDK5RAP3","17","46045176","46059140","16","4","1.2408","0.10734","1.0","No"
